invoice_no,invoice_date,customer_id,customer_name,state,sku_id,product_name,abc_class,qty,unit,rate_inr,taxable_value_inr,gst_pct,gst_amount_inr,total_inr,payment_status
INV-2025-00788,10-03-2025,CUST-003,South India Hardware,Tamil Nadu,CHM-001,Chimney,C,61,Pcs,3412.05,208135.05,28,58277.81,266412.86,Paid
INV-2025-00789,16-03-2025,CUST-006,Rajasthan Home Mart,Rajasthan,RSH-001,Rolling Shutter,C,92,Pcs,1829.18,168284.56,28,47119.68,215404.24,Paid
INV-2025-00790,19-03-2025,CUST-003,South India Hardware,Tamil Nadu,PNT-001,Pantry,B,106,Pcs,2231.96,236587.76,18,42585.8,279173.56,Paid
INV-2025-00791,15-03-2025,CUST-003,South India Hardware,Tamil Nadu,TBP-001,Thali Basket Pipe,A,78,Pcs,376.35,29355.3,18,5283.95,34639.25,Overdue
INV-2025-00792,07-03-2025,CUST-004,Gujarat Kitchen World,Gujarat,CHM-001,Chimney,C,97,Pcs,3609.97,350167.09,28,98046.79,448213.88,Paid
INV-2025-00793,23-03-2025,CUST-007,Bengal Furniture House,West Bengal,HNG-001,Hinges,B,54,Pcs,46.77,2525.58,18,454.6,2980.18,Overdue
INV-2025-00794,17-03-2025,CUST-010,MP Modular Traders,Madhya Pradesh,SC-001,Sheet Cutlery,A,61,Set,463.2,28255.2,18,5085.94,33341.14,Paid
INV-2025-00795,18-03-2025,CUST-006,Rajasthan Home Mart,Rajasthan,TBW-001,Thali Basket Wire,A,16,Pcs,310.42,4966.72,18,894.01,5860.73,Overdue
INV-2025-00796,28-03-2025,CUST-002,Sharma Modular Kitchens,Delhi,TNB-001,Tandum Basket,B,46,Pcs,700.81,32237.26,18,5802.71,38039.97,Paid
INV-2025-00797,13-03-2025,CUST-010,MP Modular Traders,Madhya Pradesh,AAT-001,Aata Basket,C,90,Pcs,218.3,19647,28,5501.16,25148.16,Pending
INV-2025-00798,14-03-2025,CUST-007,Bengal Furniture House,West Bengal,RSH-001,Rolling Shutter,C,79,Pcs,1772.61,140036.19,28,39210.13,179246.32,Paid
INV-2025-00799,07-03-2025,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,81,Pcs,4187.07,339152.67,28,94962.75,434115.42,Paid
INV-2025-00800,10-03-2025,CUST-003,South India Hardware,Tamil Nadu,AAT-001,Aata Basket,C,95,Pcs,215.33,20456.35,28,5727.78,26184.13,Paid
INV-2025-00801,05-03-2025,CUST-001,Agarwal Home Solutions,Maharashtra,PBW-001,Plate Basket Wire,A,102,Pcs,288.94,29471.88,18,5304.94,34776.82,Pending
INV-2025-00802,05-03-2025,CUST-002,Sharma Modular Kitchens,Delhi,TBP-001,Thali Basket Pipe,A,92,Pcs,390.04,35883.68,18,6459.06,42342.74,Pending
INV-2025-00803,06-03-2025,CUST-010,MP Modular Traders,Madhya Pradesh,AAT-001,Aata Basket,C,68,Pcs,221.24,15044.32,28,4212.41,19256.73,Overdue
INV-2025-00804,12-03-2025,CUST-007,Bengal Furniture House,West Bengal,CHM-001,Chimney,C,38,Pcs,3440.52,130739.76,28,36607.13,167346.89,Overdue
INV-2025-00805,16-03-2025,CUST-010,MP Modular Traders,Madhya Pradesh,SC-001,Sheet Cutlery,A,118,Set,459.52,54223.36,18,9760.2,63983.56,Overdue
INV-2025-00806,18-03-2025,CUST-007,Bengal Furniture House,West Bengal,GTP-001,GTPT,B,83,Pcs,418.19,34709.77,18,6247.76,40957.53,Paid
INV-2025-00807,04-03-2025,CUST-006,Rajasthan Home Mart,Rajasthan,MGC-001,Magic Corner,C,84,Pcs,4215.57,354107.88,28,99150.21,453258.09,Paid
INV-2025-00808,28-03-2025,CUST-009,Chandigarh Kitchens,Punjab,TBP-001,Thali Basket Pipe,A,106,Pcs,389.32,41267.92,18,7428.23,48696.15,Pending
INV-2025-00809,20-03-2025,CUST-009,Chandigarh Kitchens,Punjab,PBW-001,Plate Basket Wire,A,21,Pcs,276.41,5804.61,18,1044.83,6849.44,Paid
INV-2025-00810,02-03-2025,CUST-010,MP Modular Traders,Madhya Pradesh,HNG-001,Hinges,B,53,Pcs,45.34,2403.02,18,432.54,2835.56,Paid
INV-2025-00811,17-03-2025,CUST-008,Hyderabad Retail Hub,Telangana,MGC-001,Magic Corner,C,70,Pcs,4242.75,296992.5,28,83157.9,380150.4,Paid
INV-2025-00812,26-03-2025,CUST-006,Rajasthan Home Mart,Rajasthan,AAT-001,Aata Basket,C,47,Pcs,217.85,10238.95,28,2866.91,13105.86,Paid
INV-2025-00813,09-03-2025,CUST-010,MP Modular Traders,Madhya Pradesh,HNG-001,Hinges,B,17,Pcs,45.63,775.71,18,139.63,915.34,Overdue
INV-2025-00814,02-03-2025,CUST-010,MP Modular Traders,Madhya Pradesh,PBP-001,Plate Basket Pipe,A,94,Pcs,353.37,33216.78,18,5979.02,39195.8,Overdue
INV-2025-00815,16-03-2025,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,SC-001,Sheet Cutlery,A,20,Set,440.49,8809.8,18,1585.76,10395.56,Paid
INV-2025-00816,05-03-2025,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,GTP-001,GTPT,B,88,Pcs,415.66,36578.08,18,6584.05,43162.13,Paid
INV-2025-00817,20-03-2025,CUST-002,Sharma Modular Kitchens,Delhi,SC-001,Sheet Cutlery,A,32,Set,465.17,14885.44,18,2679.38,17564.82,Paid
INV-2025-00818,26-03-2025,CUST-006,Rajasthan Home Mart,Rajasthan,CHM-001,Chimney,C,32,Pcs,3459.01,110688.32,28,30992.73,141681.05,Paid
INV-2025-00819,28-04-2025,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,14,Pcs,337.96,4731.44,18,851.66,5583.1,Paid
INV-2025-00820,27-04-2025,CUST-010,MP Modular Traders,Madhya Pradesh,TBP-001,Thali Basket Pipe,A,29,Pcs,390.88,11335.52,18,2040.39,13375.91,Pending
INV-2025-00821,22-04-2025,CUST-004,Gujarat Kitchen World,Gujarat,RSH-001,Rolling Shutter,C,66,Pcs,1837.48,121273.68,28,33956.63,155230.31,Paid
INV-2025-00822,24-04-2025,CUST-010,MP Modular Traders,Madhya Pradesh,PNT-001,Pantry,B,117,Pcs,2187.14,255895.38,18,46061.17,301956.55,Paid
INV-2025-00823,06-04-2025,CUST-001,Agarwal Home Solutions,Maharashtra,BPO-001,Bottle Pull Out,A,69,Pcs,179.62,12393.78,18,2230.88,14624.66,Paid
INV-2025-00824,08-04-2025,CUST-009,Chandigarh Kitchens,Punjab,MGC-001,Magic Corner,C,58,Pcs,4274.95,247947.1,28,69425.19,317372.29,Pending
INV-2025-00825,05-04-2025,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,MGC-001,Magic Corner,C,77,Pcs,4329.86,333399.22,28,93351.78,426751,Paid
INV-2025-00826,13-04-2025,CUST-008,Hyderabad Retail Hub,Telangana,HNG-001,Hinges,B,96,Pcs,44.64,4285.44,18,771.38,5056.82,Overdue
INV-2025-00827,18-04-2025,CUST-002,Sharma Modular Kitchens,Delhi,TBW-001,Thali Basket Wire,A,91,Pcs,318.33,28968.03,18,5214.25,34182.28,Pending
INV-2025-00828,09-04-2025,CUST-006,Rajasthan Home Mart,Rajasthan,GTP-001,GTPT,B,44,Pcs,430.99,18963.56,18,3413.44,22377,Paid
INV-2025-00829,25-04-2025,CUST-008,Hyderabad Retail Hub,Telangana,RSH-001,Rolling Shutter,C,96,Pcs,1840.39,176677.44,28,49469.68,226147.12,Overdue
INV-2025-00830,11-04-2025,CUST-009,Chandigarh Kitchens,Punjab,PNT-001,Pantry,B,96,Pcs,2240.3,215068.8,18,38712.38,253781.18,Paid
INV-2025-00831,01-04-2025,CUST-009,Chandigarh Kitchens,Punjab,CRO-001,Crousal,B,96,Pcs,543.53,52178.88,18,9392.2,61571.08,Paid
INV-2025-00832,04-04-2025,CUST-007,Bengal Furniture House,West Bengal,SC-001,Sheet Cutlery,A,77,Set,439.77,33862.29,18,6095.21,39957.5,Pending
INV-2025-00833,24-04-2025,CUST-004,Gujarat Kitchen World,Gujarat,TNB-001,Tandum Basket,B,46,Pcs,671.59,30893.14,18,5560.77,36453.91,Paid
INV-2025-00834,03-04-2025,CUST-010,MP Modular Traders,Madhya Pradesh,SC-001,Sheet Cutlery,A,17,Set,466.06,7923.02,18,1426.14,9349.16,Paid
INV-2025-00835,03-04-2025,CUST-002,Sharma Modular Kitchens,Delhi,BPO-001,Bottle Pull Out,A,119,Pcs,182.22,21684.18,18,3903.15,25587.33,Pending
INV-2025-00836,23-04-2025,CUST-002,Sharma Modular Kitchens,Delhi,PBP-001,Plate Basket Pipe,A,33,Pcs,335.83,11082.39,18,1994.83,13077.22,Pending
INV-2025-00837,09-04-2025,CUST-008,Hyderabad Retail Hub,Telangana,PBW-001,Plate Basket Wire,A,108,Pcs,279.97,30236.76,18,5442.62,35679.38,Paid
INV-2025-00838,25-04-2025,CUST-003,South India Hardware,Tamil Nadu,GTP-001,GTPT,B,19,Pcs,415.55,7895.45,18,1421.18,9316.63,Paid
INV-2025-00839,11-04-2025,CUST-007,Bengal Furniture House,West Bengal,RSH-001,Rolling Shutter,C,17,Pcs,1778.54,30235.18,28,8465.85,38701.03,Paid
INV-2025-00840,03-04-2025,CUST-008,Hyderabad Retail Hub,Telangana,PBP-001,Plate Basket Pipe,A,72,Pcs,353.11,25423.92,18,4576.31,30000.23,Paid
INV-2025-00841,21-04-2025,CUST-003,South India Hardware,Tamil Nadu,RSH-001,Rolling Shutter,C,72,Pcs,1759.66,126695.52,28,35474.75,162170.27,Overdue
INV-2025-00842,20-04-2025,CUST-004,Gujarat Kitchen World,Gujarat,AAT-001,Aata Basket,C,92,Pcs,215.04,19783.68,28,5539.43,25323.11,Pending
INV-2025-00843,02-04-2025,CUST-002,Sharma Modular Kitchens,Delhi,GTP-001,GTPT,B,19,Pcs,409.47,7779.93,18,1400.39,9180.32,Paid
INV-2025-00844,16-04-2025,CUST-001,Agarwal Home Solutions,Maharashtra,CHM-001,Chimney,C,29,Pcs,3554.95,103093.55,28,28866.19,131959.74,Paid
INV-2025-00845,09-04-2025,CUST-007,Bengal Furniture House,West Bengal,TBW-001,Thali Basket Wire,A,29,Pcs,326.08,9456.32,18,1702.14,11158.46,Pending
INV-2025-00846,23-04-2025,CUST-009,Chandigarh Kitchens,Punjab,SC-001,Sheet Cutlery,A,108,Set,451.96,48811.68,18,8786.1,57597.78,Pending
INV-2025-00847,18-04-2025,CUST-002,Sharma Modular Kitchens,Delhi,RSH-001,Rolling Shutter,C,38,Pcs,1746.42,66363.96,28,18581.91,84945.87,Pending
INV-2025-00848,18-04-2025,CUST-010,MP Modular Traders,Madhya Pradesh,BPO-001,Bottle Pull Out,A,55,Pcs,178.8,9834,18,1770.12,11604.12,Paid
INV-2025-00849,21-04-2025,CUST-001,Agarwal Home Solutions,Maharashtra,RSH-001,Rolling Shutter,C,92,Pcs,1757.42,161682.64,28,45271.14,206953.78,Overdue
INV-2025-00850,27-04-2025,CUST-002,Sharma Modular Kitchens,Delhi,CRO-001,Crousal,B,68,Pcs,573.01,38964.68,18,7013.64,45978.32,Paid
INV-2025-00851,18-04-2025,CUST-003,South India Hardware,Tamil Nadu,PNT-001,Pantry,B,15,Pcs,2283,34245,18,6164.1,40409.1,Paid
